transformation,component_transformed,score_melody,score_harmony,score_rhythm,score_global,observations
harmony_rhythm,Combinações,0.227856,0.027778,0.101414,0.126218,Par de controle negativo; usado como referência de não transformação.
harmony_rhythm,Combinações,0.000000,0.000000,0.016667,0.004167,Par de controle negativo; usado como referência de não transformação.
None,Não aplicável,0.204487,0.079218,0.110798,0.137221,Par de controle negativo; usado como referência de não transformação.
duration_scaling,Ritmo,0.000000,0.000000,0.095066,0.023766,Par de controle negativo; usado como referência de não transformação.
partial_rhythm_modification,Ritmo,0.000000,0.000000,0.003587,0.000897,Par de controle negativo; usado como referência de não transformação.
duration_scaling,Ritmo,0.000000,0.000000,0.016118,0.004030,Par de controle negativo; usado como referência de não transformação.
harmony_rhythm,Combinações,0.155890,0.044093,0.027611,0.084691,Par de controle negativo; usado como referência de não transformação.
tempo_change,Ritmo,0.000000,0.000000,0.023814,0.005953,Par de controle negativo; usado como referência de não transformação.
melody_harmony,Combinações,0.163182,0.053819,0.046837,0.095819,Par de controle negativo; usado como referência de não transformação.
harmony_rhythm,Combinações,0.122960,0.069959,0.089522,0.096050,Par de controle negativo; usado como referência de não transformação.
simplification,Melodia,0.064103,0.000000,0.000000,0.025641,Par de controle negativo; usado como referência de não transformação.
ornamentation,Melodia,0.101389,0.000000,0.000000,0.040556,Par de controle negativo; usado como referência de não transformação.
None,Não aplicável,0.064103,0.019547,0.135661,0.066398,Par de controle negativo; usado como referência de não transformação.
simplification,Harmonia,0.000000,0.027160,0.000000,0.009506,Par de controle negativo; usado como referência de não transformação.
interval_modification,Melodia,0.052083,0.000000,0.000000,0.020833,Par de controle negativo; usado como referência de não transformação.
melody_harmony,Combinações,0.066667,0.025641,0.091579,0.058536,Par de controle negativo; usado como referência de não transformação.
harmony_rhythm,Combinações,0.063492,0.013889,0.103548,0.056145,Par de controle negativo; usado como referência de não transformação.
transpose,Melodia,0.120120,0.000000,0.000000,0.048048,Par de controle negativo; usado como referência de não transformação.
simplification,Melodia,0.091734,0.000000,0.000000,0.036693,Par de controle negativo; usado como referência de não transformação.
duration_scaling,Ritmo,0.000000,0.000000,0.027877,0.006969,Par de controle negativo; usado como referência de não transformação.
reharmonization,Harmonia,0.000000,0.034226,0.000000,0.011979,Par de controle negativo; usado como referência de não transformação.
None,Não aplicável,0.064329,0.027778,0.027668,0.042371,Par de controle negativo; usado como referência de não transformação.
harmony_rhythm,Combinações,0.084102,0.034073,0.017230,0.049874,Par de controle negativo; usado como referência de não transformação.
melody_rhythm,Combinações,0.047619,0.023990,0.092669,0.050611,Par de controle negativo; usado como referência de não transformação.
simplification,Harmonia,0.000000,0.000000,0.000000,0.000000,Par de controle negativo; usado como referência de não transformação.
partial_rhythm_modification,Ritmo,0.000000,0.000000,0.029777,0.007444,Par de controle negativo; usado como referência de não transformação.
tempo_change,Ritmo,0.000000,0.000000,0.060311,0.015078,Par de controle negativo; usado como referência de não transformação.
None,Não aplicável,0.089130,0.006944,0.156704,0.077259,Par de controle negativo; usado como referência de não transformação.
ornamentation,Melodia,0.088374,0.000000,0.000000,0.035350,Par de controle negativo; usado como referência de não transformação.
ornamentation,Melodia,0.163947,0.000000,0.000000,0.065579,Par de controle negativo; usado como referência de não transformação.
melody_rhythm,Combinações,0.039216,0.000000,0.065096,0.031960,Par de controle negativo; usado como referência de não transformação.
reharmonization,Harmonia,0.000000,0.014468,0.000000,0.005064,Par de controle negativo; usado como referência de não transformação.
melody_harmony_rhythm,Combinações,0.101449,0.042130,0.065420,0.071680,Par de controle negativo; usado como referência de não transformação.
transpose,Melodia,0.117647,0.000000,0.000000,0.047059,Par de controle negativo; usado como referência de não transformação.
simplification,Melodia,0.059524,0.000000,0.000000,0.023810,Par de controle negativo; usado como referência de não transformação.
chord_substitution,Harmonia,0.000000,0.028571,0.000000,0.010000,Par de controle negativo; usado como referência de não transformação.
melody_harmony_rhythm,Combinações,0.088889,0.041667,0.070480,0.067759,Par de controle negativo; usado como referência de não transformação.
chord_substitution,Harmonia,0.000000,0.004040,0.000000,0.001414,Par de controle negativo; usado como referência de não transformação.
duration_scaling,Ritmo,0.000000,0.000000,0.020297,0.005074,Par de controle negativo; usado como referência de não transformação.
None,Não aplicável,0.047619,0.024444,0.094060,0.051118,Par de controle negativo; usado como referência de não transformação.
partial_rhythm_modification,Ritmo,0.000000,0.000000,0.038057,0.009514,Par de controle negativo; usado como referência de não transformação.
partial_rhythm_modification,Ritmo,0.000000,0.000000,0.032038,0.008010,Par de controle negativo; usado como referência de não transformação.
interval_modification,Melodia,0.105263,0.000000,0.000000,0.042105,Par de controle negativo; usado como referência de não transformação.
simplification,Harmonia,0.000000,0.035648,0.000000,0.012477,Par de controle negativo; usado como referência de não transformação.
None,Não aplicável,0.183717,0.031481,0.094829,0.108213,Par de controle negativo; usado como referência de não transformação.
tempo_change,Ritmo,0.000000,0.000000,0.029741,0.007435,Par de controle negativo; usado como referência de não transformação.
interval_modification,Melodia,0.104973,0.000000,0.000000,0.041989,Par de controle negativo; usado como referência de não transformação.
simplification,Harmonia,0.000000,0.006076,0.000000,0.002127,Par de controle negativo; usado como referência de não transformação.
ornamentation,Melodia,0.189786,0.000000,0.000000,0.075914,Par de controle negativo; usado como referência de não transformação.
duration_scaling,Ritmo,0.000000,0.000000,0.045467,0.011367,Par de controle negativo; usado como referência de não transformação.
melody_harmony,Combinações,0.110973,0.026389,0.114914,0.082354,Par de controle negativo; usado como referência de não transformação.
tempo_change,Ritmo,0.000000,0.000000,0.155009,0.038752,Par de controle negativo; usado como referência de não transformação.
melody_harmony_rhythm,Combinações,0.062500,0.019192,0.114208,0.060269,Par de controle negativo; usado como referência de não transformação.
partial_rhythm_modification,Ritmo,0.000000,0.000000,0.058314,0.014579,Par de controle negativo; usado como referência de não transformação.
melody_harmony,Combinações,0.184854,0.013786,0.168169,0.120809,Par de controle negativo; usado como referência de não transformação.
None,Não aplicável,0.139207,0.013889,0.120425,0.090650,Par de controle negativo; usado como referência de não transformação.
ornamentation,Melodia,0.168282,0.000000,0.000000,0.067313,Par de controle negativo; usado como referência de não transformação.
simplification,Melodia,0.000000,0.000000,0.000000,0.000000,Par de controle negativo; usado como referência de não transformação.
None,Não aplicável,0.131258,0.000000,0.106284,0.079074,Par de controle negativo; usado como referência de não transformação.
simplification,Harmonia,0.000000,0.000000,0.000000,0.000000,Par de controle negativo; usado como referência de não transformação.
duration_scaling,Ritmo,0.000000,0.000000,0.043256,0.010814,Par de controle negativo; usado como referência de não transformação.
ornamentation,Melodia,0.121864,0.000000,0.000000,0.048746,Par de controle negativo; usado como referência de não transformação.
melody_harmony,Combinações,0.099903,0.022059,0.077188,0.066979,Par de controle negativo; usado como referência de não transformação.
duration_scaling,Ritmo,0.000000,0.000000,0.035981,0.008995,Par de controle negativo; usado como referência de não transformação.
reharmonization,Harmonia,0.000000,0.043621,0.000000,0.015267,Par de controle negativo; usado como referência de não transformação.
partial_rhythm_modification,Ritmo,0.000000,0.000000,0.024864,0.006216,Par de controle negativo; usado como referência de não transformação.
reharmonization,Harmonia,0.000000,0.020782,0.000000,0.007274,Par de controle negativo; usado como referência de não transformação.
ornamentation,Melodia,0.119231,0.000000,0.000000,0.047692,Par de controle negativo; usado como referência de não transformação.
tempo_change,Ritmo,0.000000,0.000000,0.108071,0.027018,Par de controle negativo; usado como referência de não transformação.
reharmonization,Harmonia,0.000000,0.039506,0.000000,0.013827,Par de controle negativo; usado como referência de não transformação.
duration_scaling,Ritmo,0.000000,0.000000,0.049155,0.012289,Par de controle negativo; usado como referência de não transformação.
simplification,Melodia,0.098039,0.000000,0.000000,0.039216,Par de controle negativo; usado como referência de não transformação.
duration_scaling,Ritmo,0.000000,0.000000,0.081572,0.020393,Par de controle negativo; usado como referência de não transformação.
partial_rhythm_modification,Ritmo,0.000000,0.000000,0.013525,0.003381,Par de controle negativo; usado como referência de não transformação.
None,Não aplicável,0.085573,0.011729,0.025338,0.044668,Par de controle negativo; usado como referência de não transformação.
melody_rhythm,Combinações,0.084808,0.016728,0.007970,0.041770,Par de controle negativo; usado como referência de não transformação.
melody_rhythm,Combinações,0.104010,0.008681,0.022737,0.050326,Par de controle negativo; usado como referência de não transformação.
melody_harmony_rhythm,Combinações,0.116081,0.011111,0.012029,0.053328,Par de controle negativo; usado como referência de não transformação.
melody_rhythm,Combinações,0.086957,0.018519,0.065696,0.057688,Par de controle negativo; usado como referência de não transformação.
duration_scaling,Ritmo,0.000000,0.000000,0.022577,0.005644,Par de controle negativo; usado como referência de não transformação.
simplification,Harmonia,0.000000,0.126667,0.000000,0.044333,Par de controle negativo; usado como referência de não transformação.
reharmonization,Harmonia,0.000000,0.009357,0.000000,0.003275,Par de controle negativo; usado como referência de não transformação.
tempo_change,Ritmo,0.000000,0.000000,0.170339,0.042585,Par de controle negativo; usado como referência de não transformação.
duration_scaling,Ritmo,0.000000,0.000000,0.025184,0.006296,Par de controle negativo; usado como referência de não transformação.
chord_substitution,Harmonia,0.000000,0.024691,0.000000,0.008642,Par de controle negativo; usado como referência de não transformação.
duration_scaling,Ritmo,0.000000,0.000000,0.022824,0.005706,Par de controle negativo; usado como referência de não transformação.
melody_harmony,Combinações,0.076923,0.002469,0.041295,0.041957,Par de controle negativo; usado como referência de não transformação.
ornamentation,Melodia,0.052083,0.000000,0.000000,0.020833,Par de controle negativo; usado como referência de não transformação.
tempo_change,Ritmo,0.000000,0.000000,0.084884,0.021221,Par de controle negativo; usado como referência de não transformação.
melody_harmony_rhythm,Combinações,0.070175,0.026389,0.118591,0.066954,Par de controle negativo; usado como referência de não transformação.
melody_harmony_rhythm,Combinações,0.063100,0.031819,0.013239,0.039686,Par de controle negativo; usado como referência de não transformação.
simplification,Harmonia,0.000000,0.023809,0.000000,0.008333,Par de controle negativo; usado como referência de não transformação.
melody_rhythm,Combinações,0.057971,0.052083,0.042729,0.052100,Par de controle negativo; usado como referência de não transformação.
harmony_rhythm,Combinações,0.068627,0.034982,0.062867,0.055411,Par de controle negativo; usado como referência de não transformação.
ornamentation,Melodia,0.133224,0.000000,0.000000,0.053289,Par de controle negativo; usado como referência de não transformação.
melody_harmony,Combinações,0.092593,0.007937,0.086883,0.061536,Par de controle negativo; usado como referência de não transformação.
None,Não aplicável,0.107804,0.026819,0.051803,0.065459,Par de controle negativo; usado como referência de não transformação.
chord_substitution,Harmonia,0.000000,0.052778,0.000000,0.018472,Par de controle negativo; usado como referência de não transformação.
partial_rhythm_modification,Ritmo,0.000000,0.000000,0.027174,0.006794,Par de controle negativo; usado como referência de não transformação.
partial_rhythm_modification,Ritmo,0.000000,0.000000,0.043454,0.010863,Par de controle negativo; usado como referência de não transformação.
simplification,Melodia,0.130221,0.000000,0.000000,0.052088,Par de controle negativo; usado como referência de não transformação.
melody_harmony_rhythm,Combinações,0.080769,0.020089,0.036210,0.048391,Par de controle negativo; usado como referência de não transformação.
None,Não aplicável,0.105273,0.016420,0.026522,0.054487,Par de controle negativo; usado como referência de não transformação.
simplification,Harmonia,0.000000,0.031722,0.000000,0.011103,Par de controle negativo; usado como referência de não transformação.
simplification,Harmonia,0.000000,0.029825,0.000000,0.010439,Par de controle negativo; usado como referência de não transformação.
duration_scaling,Ritmo,0.000000,0.000000,0.064953,0.016238,Par de controle negativo; usado como referência de não transformação.
None,Não aplicável,0.087576,0.042735,0.084118,0.071017,Par de controle negativo; usado como referência de não transformação.
transpose,Melodia,0.136364,0.000000,0.000000,0.054545,Par de controle negativo; usado como referência de não transformação.
duration_scaling,Ritmo,0.000000,0.000000,0.062784,0.015696,Par de controle negativo; usado como referência de não transformação.
melody_rhythm,Combinações,0.154382,0.019462,0.121116,0.098843,Par de controle negativo; usado como referência de não transformação.
interval_modification,Melodia,0.071510,0.000000,0.000000,0.028604,Par de controle negativo; usado como referência de não transformação.
None,Não aplicável,0.145887,0.026570,0.155975,0.106648,Par de controle negativo; usado como referência de não transformação.
interval_modification,Melodia,0.090909,0.000000,0.000000,0.036364,Par de controle negativo; usado como referência de não transformação.
melody_harmony,Combinações,0.108008,0.042592,0.018926,0.062842,Par de controle negativo; usado como referência de não transformação.
melody_rhythm,Combinações,0.108008,0.045062,0.018926,0.063707,Par de controle negativo; usado como referência de não transformação.
duration_scaling,Ritmo,0.000000,0.000000,0.009241,0.002310,Par de controle negativo; usado como referência de não transformação.
melody_harmony_rhythm,Combinações,0.106667,0.033154,0.060932,0.069504,Par de controle negativo; usado como referência de não transformação.
melody_rhythm,Combinações,0.095015,0.041493,0.015386,0.056375,Par de controle negativo; usado como referência de não transformação.
ornamentation,Melodia,0.113038,0.000000,0.000000,0.045215,Par de controle negativo; usado como referência de não transformação.
ornamentation,Melodia,0.068506,0.000000,0.000000,0.027403,Par de controle negativo; usado como referência de não transformação.
simplification,Melodia,0.111111,0.000000,0.000000,0.044444,Par de controle negativo; usado como referência de não transformação.
transpose,Melodia,0.096825,0.000000,0.000000,0.038730,Par de controle negativo; usado como referência de não transformação.
simplification,Harmonia,0.000000,0.010753,0.000000,0.003763,Par de controle negativo; usado como referência de não transformação.
partial_rhythm_modification,Ritmo,0.000000,0.000000,0.059737,0.014934,Par de controle negativo; usado como referência de não transformação.
harmony_rhythm,Combinações,0.111111,0.038530,0.057346,0.072267,Par de controle negativo; usado como referência de não transformação.
chord_substitution,Harmonia,0.000000,0.002525,0.000000,0.000884,Par de controle negativo; usado como referência de não transformação.
melody_rhythm,Combinações,0.092848,0.028490,0.062094,0.062634,Par de controle negativo; usado como referência de não transformação.
ornamentation,Melodia,0.151778,0.000000,0.000000,0.060711,Par de controle negativo; usado como referência de não transformação.
tempo_change,Ritmo,0.000000,0.000000,0.031048,0.007762,Par de controle negativo; usado como referência de não transformação.
duration_scaling,Ritmo,0.000000,0.000000,0.009480,0.002370,Par de controle negativo; usado como referência de não transformação.
melody_harmony,Combinações,0.182540,0.019608,0.026269,0.086446,Par de controle negativo; usado como referência de não transformação.
duration_scaling,Ritmo,0.000000,0.000000,0.022375,0.005594,Par de controle negativo; usado como referência de não transformação.
interval_modification,Melodia,0.073223,0.000000,0.000000,0.029289,Par de controle negativo; usado como referência de não transformação.
interval_modification,Melodia,0.031746,0.000000,0.000000,0.012698,Par de controle negativo; usado como referência de não transformação.
simplification,Melodia,0.026667,0.000000,0.000000,0.010667,Par de controle negativo; usado como referência de não transformação.
reharmonization,Harmonia,0.000000,0.012153,0.000000,0.004253,Par de controle negativo; usado como referência de não transformação.
harmony_rhythm,Combinações,0.084064,0.045833,0.095135,0.073451,Par de controle negativo; usado como referência de não transformação.
harmony_rhythm,Combinações,0.083333,0.018519,0.026902,0.046540,Par de controle negativo; usado como referência de não transformação.
simplification,Melodia,0.066667,0.000000,0.000000,0.026667,Par de controle negativo; usado como referência de não transformação.
duration_scaling,Ritmo,0.000000,0.000000,0.007578,0.001895,Par de controle negativo; usado como referência de não transformação.
interval_modification,Melodia,0.055556,0.000000,0.000000,0.022222,Par de controle negativo; usado como referência de não transformação.
melody_harmony,Combinações,0.096836,0.034127,0.034945,0.059415,Par de controle negativo; usado como referência de não transformação.
simplification,Melodia,0.050000,0.000000,0.000000,0.020000,Par de controle negativo; usado como referência de não transformação.
melody_harmony_rhythm,Combinações,0.237762,0.014493,0.083712,0.121105,Par de controle negativo; usado como referência de não transformação.
harmony_rhythm,Combinações,0.102564,0.057143,0.102559,0.086665,Par de controle negativo; usado como referência de não transformação.
melody_harmony,Combinações,0.000000,0.013441,0.040735,0.014888,Par de controle negativo; usado como referência de não transformação.
None,Não aplicável,0.069809,0.006944,0.030702,0.038030,Par de controle negativo; usado como referência de não transformação.
chord_substitution,Harmonia,0.000000,0.015483,0.000000,0.005419,Par de controle negativo; usado como referência de não transformação.
duration_scaling,Ritmo,0.000000,0.000000,0.001482,0.000370,Par de controle negativo; usado como referência de não transformação.
melody_harmony_rhythm,Combinações,0.124786,0.044239,0.048070,0.077415,Par de controle negativo; usado como referência de não transformação.
interval_modification,Melodia,0.035088,0.000000,0.000000,0.014035,Par de controle negativo; usado como referência de não transformação.
tempo_change,Ritmo,0.000000,0.000000,0.007499,0.001875,Par de controle negativo; usado como referência de não transformação.
duration_scaling,Ritmo,0.000000,0.000000,0.028867,0.007217,Par de controle negativo; usado como referência de não transformação.
simplification,Harmonia,0.000000,0.027778,0.000000,0.009722,Par de controle negativo; usado como referência de não transformação.
duration_scaling,Ritmo,0.000000,0.000000,0.006594,0.001648,Par de controle negativo; usado como referência de não transformação.
duration_scaling,Ritmo,0.000000,0.000000,0.033703,0.008426,Par de controle negativo; usado como referência de não transformação.
simplification,Melodia,0.023810,0.000000,0.000000,0.009524,Par de controle negativo; usado como referência de não transformação.
interval_modification,Melodia,0.213065,0.000000,0.000000,0.085226,Par de controle negativo; usado como referência de não transformação.
chord_substitution,Harmonia,0.000000,0.019324,0.000000,0.006763,Par de controle negativo; usado como referência de não transformação.
simplification,Harmonia,0.000000,0.006061,0.000000,0.002121,Par de controle negativo; usado como referência de não transformação.
interval_modification,Melodia,0.000000,0.000000,0.000000,0.000000,Par de controle negativo; usado como referência de não transformação.
simplification,Harmonia,0.000000,0.025000,0.000000,0.008750,Par de controle negativo; usado como referência de não transformação.
reharmonization,Harmonia,0.000000,0.033951,0.000000,0.011883,Par de controle negativo; usado como referência de não transformação.
reharmonization,Harmonia,0.000000,0.035354,0.000000,0.012374,Par de controle negativo; usado como referência de não transformação.
melody_harmony,Combinações,0.000000,0.025253,0.028217,0.015893,Par de controle negativo; usado como referência de não transformação.
melody_harmony_rhythm,Combinações,0.035088,0.000000,0.010369,0.016627,Par de controle negativo; usado como referência de não transformação.
melody_harmony,Combinações,0.102564,0.010288,0.009523,0.047007,Par de controle negativo; usado como referência de não transformação.
partial_rhythm_modification,Ritmo,0.000000,0.000000,0.051121,0.012780,Par de controle negativo; usado como referência de não transformação.
melody_harmony_rhythm,Combinações,0.020833,0.030303,0.027050,0.025702,Par de controle negativo; usado como referência de não transformação.
melody_harmony_rhythm,Combinações,0.092924,0.067120,0.078884,0.080383,Par de controle negativo; usado como referência de não transformação.
chord_substitution,Harmonia,0.000000,0.014286,0.000000,0.005000,Par de controle negativo; usado como referência de não transformação.
tempo_change,Ritmo,0.000000,0.000000,0.094339,0.023585,Par de controle negativo; usado como referência de não transformação.
tempo_change,Ritmo,0.000000,0.000000,0.085818,0.021455,Par de controle negativo; usado como referência de não transformação.
interval_modification,Melodia,0.094646,0.000000,0.000000,0.037858,Par de controle negativo; usado como referência de não transformação.
ornamentation,Melodia,0.078431,0.000000,0.000000,0.031373,Par de controle negativo; usado como referência de não transformação.
simplification,Melodia,0.078431,0.000000,0.000000,0.031373,Par de controle negativo; usado como referência de não transformação.
harmony_rhythm,Combinações,0.126190,0.027145,0.075906,0.078953,Par de controle negativo; usado como referência de não transformação.
interval_modification,Melodia,0.134697,0.000000,0.000000,0.053879,Par de controle negativo; usado como referência de não transformação.
harmony_rhythm,Combinações,0.068627,0.030952,0.065365,0.054626,Par de controle negativo; usado como referência de não transformação.
reharmonization,Harmonia,0.000000,0.116667,0.000000,0.040833,Par de controle negativo; usado como referência de não transformação.
ornamentation,Melodia,0.098039,0.000000,0.000000,0.039216,Par de controle negativo; usado como referência de não transformação.
transpose,Melodia,0.088235,0.000000,0.000000,0.035294,Par de controle negativo; usado como referência de não transformação.
harmony_rhythm,Combinações,0.088235,0.019682,0.105368,0.068525,Par de controle negativo; usado como referência de não transformação.
None,Não aplicável,0.121212,0.012077,0.144551,0.088850,Par de controle negativo; usado como referência de não transformação.
tempo_change,Ritmo,0.000000,0.000000,0.179070,0.044768,Par de controle negativo; usado como referência de não transformação.
chord_substitution,Harmonia,0.000000,0.013492,0.000000,0.004722,Par de controle negativo; usado como referência de não transformação.
interval_modification,Melodia,0.130435,0.000000,0.000000,0.052174,Par de controle negativo; usado como referência de não transformação.
transpose,Melodia,0.088889,0.000000,0.000000,0.035556,Par de controle negativo; usado como referência de não transformação.
melody_harmony,Combinações,0.076981,0.006306,0.039519,0.042879,Par de controle negativo; usado como referência de não transformação.
transpose,Melodia,0.133333,0.000000,0.000000,0.053333,Par de controle negativo; usado como referência de não transformação.
ornamentation,Melodia,0.155983,0.000000,0.000000,0.062393,Par de controle negativo; usado como referência de não transformação.
tempo_change,Ritmo,0.000000,0.000000,0.144075,0.036019,Par de controle negativo; usado como referência de não transformação.
duration_scaling,Ritmo,0.000000,0.000000,0.039860,0.009965,Par de controle negativo; usado como referência de não transformação.
simplification,Harmonia,0.000000,0.056250,0.000000,0.019688,Par de controle negativo; usado como referência de não transformação.
partial_rhythm_modification,Ritmo,0.000000,0.000000,0.041183,0.010296,Par de controle negativo; usado como referência de não transformação.
ornamentation,Melodia,0.197917,0.000000,0.000000,0.079167,Par de controle negativo; usado como referência de não transformação.
simplification,Melodia,0.101710,0.000000,0.000000,0.040684,Par de controle negativo; usado como referência de não transformação.
simplification,Harmonia,0.000000,0.004386,0.000000,0.001535,Par de controle negativo; usado como referência de não transformação.
simplification,Harmonia,0.000000,0.014202,0.000000,0.004971,Par de controle negativo; usado como referência de não transformação.
melody_rhythm,Combinações,0.139731,0.048068,0.116654,0.101879,Par de controle negativo; usado como referência de não transformação.
chord_substitution,Harmonia,0.000000,0.024561,0.000000,0.008596,Par de controle negativo; usado como referência de não transformação.
melody_harmony_rhythm,Combinações,0.074627,0.018546,0.025651,0.042755,Par de controle negativo; usado como referência de não transformação.
melody_harmony,Combinações,0.066667,0.047491,0.092188,0.066336,Par de controle negativo; usado como referência de não transformação.
None,Não aplicável,0.057971,0.039815,0.062725,0.052805,Par de controle negativo; usado como referência de não transformação.
None,Não aplicável,0.073631,0.011778,0.013308,0.036902,Par de controle negativo; usado como referência de não transformação.
partial_rhythm_modification,Ritmo,0.000000,0.000000,0.036139,0.009035,Par de controle negativo; usado como referência de não transformação.
melody_rhythm,Combinações,0.069444,0.058889,0.078322,0.067969,Par de controle negativo; usado como referência de não transformação.
simplification,Harmonia,0.000000,0.011574,0.000000,0.004051,Par de controle negativo; usado como referência de não transformação.
interval_modification,Melodia,0.074074,0.000000,0.000000,0.029630,Par de controle negativo; usado como referência de não transformação.
ornamentation,Melodia,0.079979,0.000000,0.000000,0.031992,Par de controle negativo; usado como referência de não transformação.
ornamentation,Melodia,0.114895,0.000000,0.000000,0.045958,Par de controle negativo; usado como referência de não transformação.
ornamentation,Melodia,0.144423,0.000000,0.000000,0.057769,Par de controle negativo; usado como referência de não transformação.
tempo_change,Ritmo,0.000000,0.000000,0.084190,0.021048,Par de controle negativo; usado como referência de não transformação.
transpose,Melodia,0.107527,0.000000,0.000000,0.043011,Par de controle negativo; usado como referência de não transformação.
melody_rhythm,Combinações,0.104526,0.000000,0.048160,0.053850,Par de controle negativo; usado como referência de não transformação.
melody_harmony,Combinações,0.113200,0.009291,0.102002,0.074032,Par de controle negativo; usado como referência de não transformação.
chord_substitution,Harmonia,0.000000,0.015810,0.000000,0.005533,Par de controle negativo; usado como referência de não transformação.
melody_harmony,Combinações,0.094793,0.035590,0.006653,0.052037,Par de controle negativo; usado como referência de não transformação.
duration_scaling,Ritmo,0.000000,0.000000,0.018135,0.004534,Par de controle negativo; usado como referência de não transformação.
transpose,Melodia,0.118279,0.000000,0.000000,0.047312,Par de controle negativo; usado como referência de não transformação.
None,Não aplicável,0.096774,0.016840,0.082068,0.065121,Par de controle negativo; usado como referência de não transformação.
melody_harmony_rhythm,Combinações,0.075269,0.038194,0.079322,0.063306,Par de controle negativo; usado como referência de não transformação.
duration_scaling,Ritmo,0.000000,0.000000,0.012629,0.003157,Par de controle negativo; usado como referência de não transformação.
transpose,Melodia,0.126031,0.000000,0.000000,0.050413,Par de controle negativo; usado como referência de não transformação.
interval_modification,Melodia,0.086021,0.000000,0.000000,0.034409,Par de controle negativo; usado como referência de não transformação.
chord_substitution,Harmonia,0.000000,0.041577,0.000000,0.014552,Par de controle negativo; usado como referência de não transformação.
simplification,Melodia,0.077778,0.000000,0.000000,0.031111,Par de controle negativo; usado como referência de não transformação.
None,Não aplicável,0.122222,0.050538,0.035302,0.075403,Par de controle negativo; usado como referência de não transformação.
tempo_change,Ritmo,0.000000,0.000000,0.080717,0.020179,Par de controle negativo; usado como referência de não transformação.
melody_harmony,Combinações,0.088889,0.028853,0.079435,0.065513,Par de controle negativo; usado como referência de não transformação.
simplification,Harmonia,0.000000,0.002151,0.000000,0.000753,Par de controle negativo; usado como referência de não transformação.
reharmonization,Harmonia,0.000000,0.070251,0.000000,0.024588,Par de controle negativo; usado como referência de não transformação.
harmony_rhythm,Combinações,0.079992,0.000000,0.050103,0.044522,Par de controle negativo; usado como referência de não transformação.
melody_harmony,Combinações,0.095692,0.011111,0.064094,0.058189,Par de controle negativo; usado como referência de não transformação.
duration_scaling,Ritmo,0.000000,0.000000,0.020839,0.005210,Par de controle negativo; usado como referência de não transformação.
duration_scaling,Ritmo,0.000000,0.000000,0.028792,0.007198,Par de controle negativo; usado como referência de não transformação.
ornamentation,Melodia,0.044445,0.000000,0.000000,0.017778,Par de controle negativo; usado como referência de não transformação.
melody_harmony_rhythm,Combinações,0.106173,0.016487,0.121569,0.078632,Par de controle negativo; usado como referência de não transformação.
None,Não aplicável,0.096641,0.000000,0.040234,0.048715,Par de controle negativo; usado como referência de não transformação.
transpose,Melodia,0.126984,0.000000,0.000000,0.050794,Par de controle negativo; usado como referência de não transformação.
tempo_change,Ritmo,0.000000,0.000000,0.137466,0.034366,Par de controle negativo; usado como referência de não transformação.
tempo_change,Ritmo,0.000000,0.000000,0.052271,0.013068,Par de controle negativo; usado como referência de não transformação.
chord_substitution,Harmonia,0.000000,0.024383,0.000000,0.008534,Par de controle negativo; usado como referência de não transformação.
melody_harmony_rhythm,Combinações,0.127594,0.024074,0.034377,0.068058,Par de controle negativo; usado como referência de não transformação.
tempo_change,Ritmo,0.000000,0.000000,0.028084,0.007021,Par de controle negativo; usado como referência de não transformação.
ornamentation,Melodia,0.044177,0.000000,0.000000,0.017671,Par de controle negativo; usado como referência de não transformação.
None,Não aplicável,0.123889,0.032431,0.023082,0.066677,Par de controle negativo; usado como referência de não transformação.
harmony_rhythm,Combinações,0.168093,0.000000,0.069870,0.084705,Par de controle negativo; usado como referência de não transformação.
duration_scaling,Ritmo,0.000000,0.000000,0.058789,0.014697,Par de controle negativo; usado como referência de não transformação.
ornamentation,Melodia,0.094203,0.000000,0.000000,0.037681,Par de controle negativo; usado como referência de não transformação.
melody_harmony,Combinações,0.105263,0.027778,0.074890,0.070550,Par de controle negativo; usado como referência de não transformação.
partial_rhythm_modification,Ritmo,0.000000,0.000000,0.069118,0.017280,Par de controle negativo; usado como referência de não transformação.
tempo_change,Ritmo,0.000000,0.000000,0.113856,0.028464,Par de controle negativo; usado como referência de não transformação.
melody_harmony,Combinações,0.093222,0.010317,0.153909,0.079377,Par de controle negativo; usado como referência de não transformação.
harmony_rhythm,Combinações,0.066667,0.007479,0.102368,0.054876,Par de controle negativo; usado como referência de não transformação.
transpose,Melodia,0.000000,0.000000,0.000000,0.000000,Par de controle negativo; usado como referência de não transformação.
simplification,Harmonia,0.000000,0.023932,0.000000,0.008376,Par de controle negativo; usado como referência de não transformação.
melody_harmony_rhythm,Combinações,0.144655,0.025865,0.066574,0.083558,Par de controle negativo; usado como referência de não transformação.
interval_modification,Melodia,0.066667,0.000000,0.000000,0.026667,Par de controle negativo; usado como referência de não transformação.
harmony_rhythm,Combinações,0.087576,0.027778,0.084118,0.065782,Par de controle negativo; usado como referência de não transformação.
interval_modification,Melodia,0.060909,0.000000,0.000000,0.024364,Par de controle negativo; usado como referência de não transformação.
simplification,Melodia,0.080000,0.000000,0.000000,0.032000,Par de controle negativo; usado como referência de não transformação.
