pair_id,pair_type,transformation,component_transformed,score_melody,score_harmony,score_rhythm,simple_average,weighted_average,score_global,score_gap,transformed_component_score,global_delta,observations
pair_002076,positive,melody_rhythm,Combinações,1.000000,1.000000,0.333333,0.777778,0.833333,0.833333,0.666667,0.777778,0.055555,"Maior sensibilidade observada em ritmo. Componente transformado: Melodia, Ritmo. Maior estabilidade em melodia. O componente transformado foi capturado pela familia mais sensivel. A métrica global ficou acima do componente transformado."
pair_002077,positive,chord_substitution,Harmonia,0.000000,0.669162,0.000000,0.223054,0.234207,0.234207,0.669162,0.669162,-0.434955,Maior sensibilidade observada em melodia. Componente transformado: Harmonia. Maior estabilidade em harmonia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_002078,positive,duration_scaling,Ritmo,0.000000,0.000000,0.072462,0.024154,0.018116,0.018116,0.072462,0.072462,-0.054346,Maior sensibilidade observada em melodia. Componente transformado: Ritmo. Maior estabilidade em ritmo. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_002079,positive,interval_modification,Melodia,0.642857,0.000000,0.000000,0.214286,0.257143,0.257143,0.642857,0.642857,-0.385714,Maior sensibilidade observada em harmonia. Componente transformado: Melodia. Maior estabilidade em melodia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_002080,positive,ornamentation,Melodia,0.601068,0.000000,0.000000,0.200356,0.240427,0.240427,0.601068,0.601068,-0.360641,Maior sensibilidade observada em harmonia. Componente transformado: Melodia. Maior estabilidade em melodia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_002081,positive,partial_rhythm_modification,Ritmo,0.000000,0.000000,0.069409,0.023136,0.017352,0.017352,0.069409,0.069409,-0.052057,Maior sensibilidade observada em melodia. Componente transformado: Ritmo. Maior estabilidade em ritmo. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_002082,positive,reharmonization,Harmonia,0.000000,0.690943,0.000000,0.230314,0.241830,0.241830,0.690943,0.690943,-0.449113,Maior sensibilidade observada em melodia. Componente transformado: Harmonia. Maior estabilidade em harmonia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_002083,positive,simplification,Harmonia,0.000000,0.829378,0.000000,0.276459,0.290282,0.290282,0.829378,0.829378,-0.539096,Maior sensibilidade observada em melodia. Componente transformado: Harmonia. Maior estabilidade em harmonia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_002084,positive,simplification,Melodia,0.497807,0.000000,0.000000,0.165936,0.199123,0.199123,0.497807,0.497807,-0.298684,Maior sensibilidade observada em harmonia. Componente transformado: Melodia. Maior estabilidade em melodia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_002085,positive,tempo_change,Ritmo,0.000000,0.000000,0.333333,0.111111,0.083333,0.083333,0.333333,0.333333,-0.250000,Maior sensibilidade observada em melodia. Componente transformado: Ritmo. Maior estabilidade em ritmo. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_002086,positive,transpose,Melodia,1.000000,0.000000,0.000000,0.333333,0.400000,0.400000,1.000000,1.000000,-0.600000,Maior sensibilidade observada em harmonia. Componente transformado: Melodia. Maior estabilidade em melodia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_002087,positive,melody_harmony_rhythm,Combinações,1.000000,0.647251,0.333333,0.660195,0.709871,0.709871,0.666667,0.660195,0.049676,"Maior sensibilidade observada em ritmo. Componente transformado: Harmonia, Melodia, Ritmo. Maior estabilidade em melodia. O componente transformado foi capturado pela familia mais sensivel. A métrica global permaneceu coerente com o componente transformado."
pair_002088,positive,melody_harmony,Combinações,1.000000,0.647251,1.000000,0.882417,0.876538,0.876538,0.352749,0.882417,-0.005879,"Maior sensibilidade observada em harmonia. Componente transformado: Harmonia, Melodia. Maior estabilidade em melodia. O componente transformado foi capturado pela familia mais sensivel. A métrica global permaneceu coerente com o componente transformado."
pair_002089,positive,harmony_rhythm,Combinações,1.000000,0.647251,0.333333,0.660195,0.709871,0.709871,0.666667,0.660195,0.049676,"Maior sensibilidade observada em ritmo. Componente transformado: Harmonia, Ritmo. Maior estabilidade em melodia. O componente transformado foi capturado pela familia mais sensivel. A métrica global permaneceu coerente com o componente transformado."
pair_002090,positive,melody_rhythm,Combinações,1.000000,1.000000,0.333333,0.777778,0.833333,0.833333,0.666667,0.777778,0.055555,"Maior sensibilidade observada em ritmo. Componente transformado: Melodia, Ritmo. Maior estabilidade em melodia. O componente transformado foi capturado pela familia mais sensivel. A métrica global ficou acima do componente transformado."
pair_002091,positive,chord_substitution,Harmonia,0.000000,0.647251,0.000000,0.215750,0.226538,0.226538,0.647251,0.647251,-0.420713,Maior sensibilidade observada em melodia. Componente transformado: Harmonia. Maior estabilidade em harmonia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_002092,positive,duration_scaling,Ritmo,0.000000,0.000000,0.042953,0.014318,0.010738,0.010738,0.042953,0.042953,-0.032215,Maior sensibilidade observada em melodia. Componente transformado: Ritmo. Maior estabilidade em ritmo. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global permaneceu coerente com o componente transformado.
pair_002093,positive,interval_modification,Melodia,0.677939,0.000000,0.000000,0.225980,0.271176,0.271176,0.677939,0.677939,-0.406763,Maior sensibilidade observada em harmonia. Componente transformado: Melodia. Maior estabilidade em melodia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_002094,positive,ornamentation,Melodia,0.627879,0.000000,0.000000,0.209293,0.251152,0.251152,0.627879,0.627879,-0.376727,Maior sensibilidade observada em harmonia. Componente transformado: Melodia. Maior estabilidade em melodia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_002095,positive,partial_rhythm_modification,Ritmo,0.000000,0.000000,0.041213,0.013738,0.010303,0.010303,0.041213,0.041213,-0.030910,Maior sensibilidade observada em melodia. Componente transformado: Ritmo. Maior estabilidade em ritmo. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global permaneceu coerente com o componente transformado.
pair_002096,positive,reharmonization,Harmonia,0.000000,0.669591,0.000000,0.223197,0.234357,0.234357,0.669591,0.669591,-0.435234,Maior sensibilidade observada em melodia. Componente transformado: Harmonia. Maior estabilidade em harmonia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_002097,positive,simplification,Harmonia,0.000000,0.773201,0.000000,0.257734,0.270620,0.270620,0.773201,0.773201,-0.502581,Maior sensibilidade observada em melodia. Componente transformado: Harmonia. Maior estabilidade em harmonia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_002098,positive,simplification,Melodia,0.594445,0.000000,0.000000,0.198148,0.237778,0.237778,0.594445,0.594445,-0.356667,Maior sensibilidade observada em harmonia. Componente transformado: Melodia. Maior estabilidade em melodia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_002099,positive,tempo_change,Ritmo,0.000000,0.000000,0.333333,0.111111,0.083333,0.083333,0.333333,0.333333,-0.250000,Maior sensibilidade observada em melodia. Componente transformado: Ritmo. Maior estabilidade em ritmo. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_002100,positive,transpose,Melodia,1.000000,0.000000,0.000000,0.333333,0.400000,0.400000,1.000000,1.000000,-0.600000,Maior sensibilidade observada em harmonia. Componente transformado: Melodia. Maior estabilidade em melodia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_002101,positive,melody_harmony_rhythm,Combinações,1.000000,0.674779,0.333333,0.669371,0.719506,0.719506,0.666667,0.669371,0.050135,"Maior sensibilidade observada em ritmo. Componente transformado: Harmonia, Melodia, Ritmo. Maior estabilidade em melodia. O componente transformado foi capturado pela familia mais sensivel. A métrica global ficou acima do componente transformado."
pair_002102,positive,melody_harmony,Combinações,1.000000,0.674779,1.000000,0.891593,0.886173,0.886173,0.325221,0.891593,-0.005420,"Maior sensibilidade observada em harmonia. Componente transformado: Harmonia, Melodia. Maior estabilidade em melodia. O componente transformado foi capturado pela familia mais sensivel. A métrica global permaneceu coerente com o componente transformado."
pair_002103,positive,harmony_rhythm,Combinações,1.000000,0.674779,0.333333,0.669371,0.719506,0.719506,0.666667,0.669371,0.050135,"Maior sensibilidade observada em ritmo. Componente transformado: Harmonia, Ritmo. Maior estabilidade em melodia. O componente transformado foi capturado pela familia mais sensivel. A métrica global ficou acima do componente transformado."
pair_002104,positive,melody_rhythm,Combinações,1.000000,1.000000,0.333333,0.777778,0.833333,0.833333,0.666667,0.777778,0.055555,"Maior sensibilidade observada em ritmo. Componente transformado: Melodia, Ritmo. Maior estabilidade em melodia. O componente transformado foi capturado pela familia mais sensivel. A métrica global ficou acima do componente transformado."
pair_002105,positive,chord_substitution,Harmonia,0.000000,0.674779,0.000000,0.224927,0.236173,0.236173,0.674779,0.674779,-0.438606,Maior sensibilidade observada em melodia. Componente transformado: Harmonia. Maior estabilidade em harmonia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_002106,positive,duration_scaling,Ritmo,0.000000,0.000000,0.054575,0.018192,0.013644,0.013644,0.054575,0.054575,-0.040931,Maior sensibilidade observada em melodia. Componente transformado: Ritmo. Maior estabilidade em ritmo. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global permaneceu coerente com o componente transformado.
pair_002107,positive,interval_modification,Melodia,0.652469,0.000000,0.000000,0.217490,0.260988,0.260988,0.652469,0.652469,-0.391481,Maior sensibilidade observada em harmonia. Componente transformado: Melodia. Maior estabilidade em melodia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_002108,positive,ornamentation,Melodia,0.666667,0.000000,0.000000,0.222222,0.266667,0.266667,0.666667,0.666667,-0.400000,Maior sensibilidade observada em harmonia. Componente transformado: Melodia. Maior estabilidade em melodia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_002109,positive,partial_rhythm_modification,Ritmo,0.000000,0.000000,0.051032,0.017011,0.012758,0.012758,0.051032,0.051032,-0.038274,Maior sensibilidade observada em melodia. Componente transformado: Ritmo. Maior estabilidade em ritmo. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global permaneceu coerente com o componente transformado.
pair_002110,positive,reharmonization,Harmonia,0.000000,0.693773,0.000000,0.231258,0.242821,0.242821,0.693773,0.693773,-0.450952,Maior sensibilidade observada em melodia. Componente transformado: Harmonia. Maior estabilidade em harmonia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_002111,positive,simplification,Harmonia,0.000000,0.766138,0.000000,0.255379,0.268148,0.268148,0.766138,0.766138,-0.497990,Maior sensibilidade observada em melodia. Componente transformado: Harmonia. Maior estabilidade em harmonia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_002112,positive,simplification,Melodia,0.611594,0.000000,0.000000,0.203865,0.244638,0.244638,0.611594,0.611594,-0.366956,Maior sensibilidade observada em harmonia. Componente transformado: Melodia. Maior estabilidade em melodia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_002113,positive,tempo_change,Ritmo,0.000000,0.000000,0.333333,0.111111,0.083333,0.083333,0.333333,0.333333,-0.250000,Maior sensibilidade observada em melodia. Componente transformado: Ritmo. Maior estabilidade em ritmo. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_002114,positive,transpose,Melodia,1.000000,0.000000,0.000000,0.333333,0.400000,0.400000,1.000000,1.000000,-0.600000,Maior sensibilidade observada em harmonia. Componente transformado: Melodia. Maior estabilidade em melodia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_002115,positive,melody_harmony_rhythm,Combinações,1.000000,0.642131,0.333333,0.658488,0.708079,0.708079,0.666667,0.658488,0.049591,"Maior sensibilidade observada em ritmo. Componente transformado: Harmonia, Melodia, Ritmo. Maior estabilidade em melodia. O componente transformado foi capturado pela familia mais sensivel. A métrica global permaneceu coerente com o componente transformado."
pair_002116,positive,melody_harmony,Combinações,1.000000,0.642131,1.000000,0.880710,0.874746,0.874746,0.357869,0.880710,-0.005964,"Maior sensibilidade observada em harmonia. Componente transformado: Harmonia, Melodia. Maior estabilidade em melodia. O componente transformado foi capturado pela familia mais sensivel. A métrica global permaneceu coerente com o componente transformado."
pair_002117,positive,harmony_rhythm,Combinações,1.000000,0.642131,0.333333,0.658488,0.708079,0.708079,0.666667,0.658488,0.049591,"Maior sensibilidade observada em ritmo. Componente transformado: Harmonia, Ritmo. Maior estabilidade em melodia. O componente transformado foi capturado pela familia mais sensivel. A métrica global permaneceu coerente com o componente transformado."
pair_002118,positive,melody_rhythm,Combinações,1.000000,1.000000,0.333333,0.777778,0.833333,0.833333,0.666667,0.777778,0.055555,"Maior sensibilidade observada em ritmo. Componente transformado: Melodia, Ritmo. Maior estabilidade em melodia. O componente transformado foi capturado pela familia mais sensivel. A métrica global ficou acima do componente transformado."
pair_002119,positive,chord_substitution,Harmonia,0.000000,0.642131,0.000000,0.214044,0.224746,0.224746,0.642131,0.642131,-0.417385,Maior sensibilidade observada em melodia. Componente transformado: Harmonia. Maior estabilidade em harmonia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_002120,positive,duration_scaling,Ritmo,0.000000,0.000000,0.037193,0.012398,0.009298,0.009298,0.037193,0.037193,-0.027895,Maior sensibilidade observada em melodia. Componente transformado: Ritmo. Maior estabilidade em ritmo. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global permaneceu coerente com o componente transformado.
pair_002121,positive,interval_modification,Melodia,0.669683,0.000000,0.000000,0.223228,0.267873,0.267873,0.669683,0.669683,-0.401810,Maior sensibilidade observada em harmonia. Componente transformado: Melodia. Maior estabilidade em melodia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_002122,positive,ornamentation,Melodia,0.622241,0.000000,0.000000,0.207414,0.248896,0.248896,0.622241,0.622241,-0.373345,Maior sensibilidade observada em harmonia. Componente transformado: Melodia. Maior estabilidade em melodia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_002123,positive,partial_rhythm_modification,Ritmo,0.000000,0.000000,0.037239,0.012413,0.009310,0.009310,0.037239,0.037239,-0.027929,Maior sensibilidade observada em melodia. Componente transformado: Ritmo. Maior estabilidade em ritmo. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global permaneceu coerente com o componente transformado.
pair_002124,positive,reharmonization,Harmonia,0.000000,0.688216,0.000000,0.229405,0.240875,0.240875,0.688216,0.688216,-0.447341,Maior sensibilidade observada em melodia. Componente transformado: Harmonia. Maior estabilidade em harmonia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_002125,positive,simplification,Harmonia,0.000000,0.780397,0.000000,0.260132,0.273139,0.273139,0.780397,0.780397,-0.507258,Maior sensibilidade observada em melodia. Componente transformado: Harmonia. Maior estabilidade em harmonia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_002126,positive,simplification,Melodia,0.539289,0.000000,0.000000,0.179763,0.215715,0.215715,0.539289,0.539289,-0.323574,Maior sensibilidade observada em harmonia. Componente transformado: Melodia. Maior estabilidade em melodia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_002127,positive,tempo_change,Ritmo,0.000000,0.000000,0.333333,0.111111,0.083333,0.083333,0.333333,0.333333,-0.250000,Maior sensibilidade observada em melodia. Componente transformado: Ritmo. Maior estabilidade em ritmo. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_002128,positive,transpose,Melodia,1.000000,0.000000,0.000000,0.333333,0.400000,0.400000,1.000000,1.000000,-0.600000,Maior sensibilidade observada em harmonia. Componente transformado: Melodia. Maior estabilidade em melodia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_002129,positive,melody_harmony_rhythm,Combinações,1.000000,0.680584,0.333333,0.671306,0.721538,0.721538,0.666667,0.671306,0.050232,"Maior sensibilidade observada em ritmo. Componente transformado: Harmonia, Melodia, Ritmo. Maior estabilidade em melodia. O componente transformado foi capturado pela familia mais sensivel. A métrica global ficou acima do componente transformado."
pair_002130,positive,melody_harmony,Combinações,1.000000,0.680584,1.000000,0.893528,0.888205,0.888205,0.319416,0.893528,-0.005323,"Maior sensibilidade observada em harmonia. Componente transformado: Harmonia, Melodia. Maior estabilidade em melodia. O componente transformado foi capturado pela familia mais sensivel. A métrica global permaneceu coerente com o componente transformado."
pair_002131,positive,harmony_rhythm,Combinações,1.000000,0.680584,0.333333,0.671306,0.721538,0.721538,0.666667,0.671306,0.050232,"Maior sensibilidade observada em ritmo. Componente transformado: Harmonia, Ritmo. Maior estabilidade em melodia. O componente transformado foi capturado pela familia mais sensivel. A métrica global ficou acima do componente transformado."
pair_002132,positive,melody_rhythm,Combinações,1.000000,1.000000,0.333333,0.777778,0.833333,0.833333,0.666667,0.777778,0.055555,"Maior sensibilidade observada em ritmo. Componente transformado: Melodia, Ritmo. Maior estabilidade em melodia. O componente transformado foi capturado pela familia mais sensivel. A métrica global ficou acima do componente transformado."
pair_002133,positive,chord_substitution,Harmonia,0.000000,0.680584,0.000000,0.226861,0.238205,0.238205,0.680584,0.680584,-0.442379,Maior sensibilidade observada em melodia. Componente transformado: Harmonia. Maior estabilidade em harmonia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_002134,positive,duration_scaling,Ritmo,0.000000,0.000000,0.044025,0.014675,0.011006,0.011006,0.044025,0.044025,-0.033019,Maior sensibilidade observada em melodia. Componente transformado: Ritmo. Maior estabilidade em ritmo. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global permaneceu coerente com o componente transformado.
pair_002135,positive,interval_modification,Melodia,0.661319,0.000000,0.000000,0.220440,0.264528,0.264528,0.661319,0.661319,-0.396791,Maior sensibilidade observada em harmonia. Componente transformado: Melodia. Maior estabilidade em melodia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_002136,positive,ornamentation,Melodia,0.619444,0.000000,0.000000,0.206481,0.247778,0.247778,0.619444,0.619444,-0.371666,Maior sensibilidade observada em harmonia. Componente transformado: Melodia. Maior estabilidade em melodia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_002137,positive,partial_rhythm_modification,Ritmo,0.000000,0.000000,0.043807,0.014602,0.010952,0.010952,0.043807,0.043807,-0.032855,Maior sensibilidade observada em melodia. Componente transformado: Ritmo. Maior estabilidade em ritmo. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global permaneceu coerente com o componente transformado.
pair_002138,positive,reharmonization,Harmonia,0.000000,0.700337,0.000000,0.233446,0.245118,0.245118,0.700337,0.700337,-0.455219,Maior sensibilidade observada em melodia. Componente transformado: Harmonia. Maior estabilidade em harmonia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_002139,positive,simplification,Harmonia,0.000000,0.757436,0.000000,0.252478,0.265102,0.265102,0.757436,0.757436,-0.492334,Maior sensibilidade observada em melodia. Componente transformado: Harmonia. Maior estabilidade em harmonia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_002140,positive,simplification,Melodia,0.464052,0.000000,0.000000,0.154684,0.185621,0.185621,0.464052,0.464052,-0.278431,Maior sensibilidade observada em harmonia. Componente transformado: Melodia. Maior estabilidade em melodia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_002141,positive,tempo_change,Ritmo,0.000000,0.000000,0.333333,0.111111,0.083333,0.083333,0.333333,0.333333,-0.250000,Maior sensibilidade observada em melodia. Componente transformado: Ritmo. Maior estabilidade em ritmo. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_002142,positive,transpose,Melodia,1.000000,0.000000,0.000000,0.333333,0.400000,0.400000,1.000000,1.000000,-0.600000,Maior sensibilidade observada em harmonia. Componente transformado: Melodia. Maior estabilidade em melodia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_002143,positive,melody_harmony_rhythm,Combinações,1.000000,0.669162,0.333333,0.667499,0.717540,0.717540,0.666667,0.667498,0.050042,"Maior sensibilidade observada em ritmo. Componente transformado: Harmonia, Melodia, Ritmo. Maior estabilidade em melodia. O componente transformado foi capturado pela familia mais sensivel. A métrica global ficou acima do componente transformado."
pair_002144,positive,melody_harmony,Combinações,1.000000,0.669162,1.000000,0.889721,0.884207,0.884207,0.330838,0.889721,-0.005514,"Maior sensibilidade observada em harmonia. Componente transformado: Harmonia, Melodia. Maior estabilidade em melodia. O componente transformado foi capturado pela familia mais sensivel. A métrica global permaneceu coerente com o componente transformado."
pair_002145,positive,harmony_rhythm,Combinações,1.000000,0.669162,0.333333,0.667499,0.717540,0.717540,0.666667,0.667498,0.050042,"Maior sensibilidade observada em ritmo. Componente transformado: Harmonia, Ritmo. Maior estabilidade em melodia. O componente transformado foi capturado pela familia mais sensivel. A métrica global ficou acima do componente transformado."
pair_002146,positive,melody_rhythm,Combinações,1.000000,1.000000,0.333333,0.777778,0.833333,0.833333,0.666667,0.777778,0.055555,"Maior sensibilidade observada em ritmo. Componente transformado: Melodia, Ritmo. Maior estabilidade em melodia. O componente transformado foi capturado pela familia mais sensivel. A métrica global ficou acima do componente transformado."
pair_002147,positive,chord_substitution,Harmonia,0.000000,0.669162,0.000000,0.223054,0.234207,0.234207,0.669162,0.669162,-0.434955,Maior sensibilidade observada em melodia. Componente transformado: Harmonia. Maior estabilidade em harmonia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_002148,positive,duration_scaling,Ritmo,0.000000,0.000000,0.046260,0.015420,0.011565,0.011565,0.046260,0.046260,-0.034695,Maior sensibilidade observada em melodia. Componente transformado: Ritmo. Maior estabilidade em ritmo. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global permaneceu coerente com o componente transformado.
pair_002149,positive,interval_modification,Melodia,0.642857,0.000000,0.000000,0.214286,0.257143,0.257143,0.642857,0.642857,-0.385714,Maior sensibilidade observada em harmonia. Componente transformado: Melodia. Maior estabilidade em melodia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_002150,positive,ornamentation,Melodia,0.716792,0.000000,0.000000,0.238931,0.286717,0.286717,0.716792,0.716792,-0.430075,Maior sensibilidade observada em harmonia. Componente transformado: Melodia. Maior estabilidade em melodia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_002151,positive,partial_rhythm_modification,Ritmo,0.000000,0.000000,0.043544,0.014515,0.010886,0.010886,0.043544,0.043544,-0.032658,Maior sensibilidade observada em melodia. Componente transformado: Ritmo. Maior estabilidade em ritmo. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global permaneceu coerente com o componente transformado.
pair_002152,positive,reharmonization,Harmonia,0.000000,0.694211,0.000000,0.231404,0.242974,0.242974,0.694211,0.694211,-0.451237,Maior sensibilidade observada em melodia. Componente transformado: Harmonia. Maior estabilidade em harmonia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_002153,positive,simplification,Harmonia,0.000000,0.690731,0.000000,0.230244,0.241756,0.241756,0.690731,0.690731,-0.448975,Maior sensibilidade observada em melodia. Componente transformado: Harmonia. Maior estabilidade em harmonia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_002154,positive,simplification,Melodia,0.475000,0.000000,0.000000,0.158333,0.190000,0.190000,0.475000,0.475000,-0.285000,Maior sensibilidade observada em harmonia. Componente transformado: Melodia. Maior estabilidade em melodia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_002155,positive,tempo_change,Ritmo,0.000000,0.000000,0.333333,0.111111,0.083333,0.083333,0.333333,0.333333,-0.250000,Maior sensibilidade observada em melodia. Componente transformado: Ritmo. Maior estabilidade em ritmo. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_002156,positive,transpose,Melodia,1.000000,0.000000,0.000000,0.333333,0.400000,0.400000,1.000000,1.000000,-0.600000,Maior sensibilidade observada em harmonia. Componente transformado: Melodia. Maior estabilidade em melodia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_002157,positive,melody_harmony_rhythm,Combinações,1.000000,0.648611,0.333333,0.660648,0.710347,0.710347,0.666667,0.660648,0.049699,"Maior sensibilidade observada em ritmo. Componente transformado: Harmonia, Melodia, Ritmo. Maior estabilidade em melodia. O componente transformado foi capturado pela familia mais sensivel. A métrica global permaneceu coerente com o componente transformado."
pair_002158,positive,melody_harmony,Combinações,1.000000,0.648611,1.000000,0.882870,0.877014,0.877014,0.351389,0.882870,-0.005856,"Maior sensibilidade observada em harmonia. Componente transformado: Harmonia, Melodia. Maior estabilidade em melodia. O componente transformado foi capturado pela familia mais sensivel. A métrica global permaneceu coerente com o componente transformado."
pair_002159,positive,harmony_rhythm,Combinações,1.000000,0.648611,0.333333,0.660648,0.710347,0.710347,0.666667,0.660648,0.049699,"Maior sensibilidade observada em ritmo. Componente transformado: Harmonia, Ritmo. Maior estabilidade em melodia. O componente transformado foi capturado pela familia mais sensivel. A métrica global permaneceu coerente com o componente transformado."
pair_002160,positive,melody_rhythm,Combinações,1.000000,1.000000,0.333333,0.777778,0.833333,0.833333,0.666667,0.777778,0.055555,"Maior sensibilidade observada em ritmo. Componente transformado: Melodia, Ritmo. Maior estabilidade em melodia. O componente transformado foi capturado pela familia mais sensivel. A métrica global ficou acima do componente transformado."
pair_002161,positive,chord_substitution,Harmonia,0.000000,0.648611,0.000000,0.216204,0.227014,0.227014,0.648611,0.648611,-0.421597,Maior sensibilidade observada em melodia. Componente transformado: Harmonia. Maior estabilidade em harmonia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_002162,positive,duration_scaling,Ritmo,0.000000,0.000000,0.081345,0.027115,0.020336,0.020336,0.081345,0.081345,-0.061009,Maior sensibilidade observada em melodia. Componente transformado: Ritmo. Maior estabilidade em ritmo. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_002163,positive,interval_modification,Melodia,0.617753,0.000000,0.000000,0.205918,0.247101,0.247101,0.617753,0.617753,-0.370652,Maior sensibilidade observada em harmonia. Componente transformado: Melodia. Maior estabilidade em melodia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
